# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 1608, mean observations per image: 3658.31
589 0.983714 -0.00803973 -0.16498 0.0708813 1.80126 1.08985 2.13453 589 frame_0000000735_1.jpg
588 0.944732 -0.0349176 0.291099 -0.146711 -0.595348 0.61689 1.11497 588 frame_0000000730_4.jpg
587 0.881609 -0.0568919 0.404058 -0.237203 -1.11129 0.824456 1.27453 587 frame_0000000730_3.jpg
586 0.957461 -0.0721398 0.214119 -0.179494 0.83752 0.260445 0.360017 586 frame_0000000730_2.jpg
585 0.98347 -0.00832313 -0.165484 0.073028 1.85151 1.16631 2.13673 585 frame_0000000730_1.jpg
584 0.940093 -0.0330093 0.298043 -0.162189 -0.617588 0.651585 1.15135 584 frame_0000000725_4.jpg
583 0.883491 -0.0425522 0.405975 -0.229819 -1.1713 0.790956 1.32824 583 frame_0000000725_3.jpg
582 0.96085 -0.0698647 0.203113 -0.17502 0.797919 0.261828 0.39028 582 frame_0000000725_2.jpg
581 0.978589 -0.0129246 -0.19077 0.0761793 1.7969 1.19281 2.2926 581 frame_0000000725_1.jpg
580 0.939986 -0.0316017 0.302141 -0.155366 -0.657464 0.631768 1.18845 580 frame_0000000720_4.jpg
579 0.882004 -0.0372352 0.408478 -0.232008 -1.18109 0.802503 1.34695 579 frame_0000000720_3.jpg
578 0.96454 -0.0750064 0.18982 -0.167345 0.754181 0.303158 0.424699 578 frame_0000000720_2.jpg
577 0.97328 -0.00829513 -0.213275 0.084684 1.69716 1.23198 2.3998 577 frame_0000000720_1.jpg
576 0.940817 -0.0345892 0.301457 -0.150963 -0.707841 0.663487 1.19698 576 frame_0000000715_4.jpg
575 0.874355 -0.0327831 0.420036 -0.240829 -1.15658 0.841602 1.39356 575 frame_0000000715_3.jpg
574 0.967005 -0.0731894 0.179984 -0.164776 0.690916 0.319299 0.442627 574 frame_0000000715_2.jpg
573 0.97342 0.01293 -0.208628 0.0936018 1.71196 1.12892 2.47489 573 frame_0000000715_1.jpg
572 0.946445 -0.0388748 0.286907 -0.142884 -0.812546 0.670089 1.18462 572 frame_0000000710_4.jpg
571 0.871194 -0.0444717 0.422043 -0.246825 -1.1856 0.885534 1.4252 571 frame_0000000710_3.jpg
570 0.970885 -0.0781798 0.161842 -0.158358 0.637044 0.409702 0.346665 570 frame_0000000710_2.jpg
569 0.97768 0.0306238 -0.182035 0.100337 1.8662 1.15141 2.39049 569 frame_0000000710_1.jpg
568 0.9518 -0.0364927 0.270928 -0.139079 -0.903796 0.696129 1.13666 568 frame_0000000705_4.jpg
567 0.866588 -0.0521258 0.434796 -0.239292 -1.21037 0.891874 1.49422 567 frame_0000000705_3.jpg
566 0.972412 -0.0877121 0.13999 -0.164695 0.571544 0.350238 0.475601 566 frame_0000000705_2.jpg
565 0.974791 0.0420762 -0.20132 0.0864964 1.87749 1.05671 2.55134 565 frame_0000000705_1.jpg
564 0.955685 -0.0331405 0.258259 -0.137365 -0.984772 0.639569 1.14153 564 frame_0000000700_4.jpg
563 0.868332 -0.05319 0.432706 -0.236509 -1.29013 0.910217 1.52974 563 frame_0000000700_3.jpg
562 0.972681 -0.0940068 0.125919 -0.170877 0.510602 0.370646 0.48956 562 frame_0000000700_2.jpg
561 0.972432 0.0504098 -0.211786 0.0835559 1.85694 1.005 2.62488 561 frame_0000000700_1.jpg
560 0.952565 -0.033213 0.27064 -0.135166 -1.00858 0.622873 1.18419 560 frame_0000000695_4.jpg
559 0.87714 -0.0664042 0.415465 -0.231528 -1.36919 0.966542 1.47199 559 frame_0000000695_3.jpg
558 0.972937 -0.0932745 0.10154 -0.185428 0.459181 0.374371 0.522387 558 frame_0000000695_2.jpg
557 0.970145 0.0455113 -0.216879 0.0985474 1.83315 1.10758 2.65713 557 frame_0000000695_1.jpg
556 0.950009 -0.0425762 0.281644 -0.127854 -1.02931 0.627284 1.20144 556 frame_0000000690_4.jpg
555 0.876211 -0.0696155 0.410245 -0.243117 -1.44148 1.00771 1.50913 555 frame_0000000690_3.jpg
554 0.97359 -0.0934432 0.092662 -0.186562 0.385099 0.369029 0.527436 554 frame_0000000690_2.jpg
553 0.966468 0.0444782 -0.235332 0.0926282 1.80888 1.07688 2.75812 553 frame_0000000690_1.jpg
552 0.946078 -0.0504829 0.287423 -0.140629 -1.07557 0.695274 1.22445 552 frame_0000000685_4.jpg
551 0.880899 -0.0738694 0.40437 -0.234615 -1.52872 1.00987 1.53522 551 frame_0000000685_3.jpg
550 0.979384 -0.087088 0.0891505 -0.158981 0.325829 0.398779 0.534623 550 frame_0000000685_2.jpg
549 0.961157 0.0303782 -0.24976 0.113463 1.76028 1.23297 2.8299 549 frame_0000000685_1.jpg
548 0.945257 -0.0468459 0.28435 -0.1531 -1.12164 0.726796 1.23912 548 frame_0000000680_4.jpg
547 0.886739 -0.0679147 0.397218 -0.226493 -1.61928 0.99725 1.54447 547 frame_0000000680_3.jpg
546 0.979813 -0.0877311 0.0966087 -0.15145 0.282043 0.413015 0.516729 546 frame_0000000680_2.jpg
545 0.955904 0.0397897 -0.263187 0.124087 1.68034 1.26581 2.90093 545 frame_0000000680_1.jpg
544 0.947571 -0.0467973 0.283109 -0.140598 -1.17145 0.697172 1.25584 544 frame_0000000675_4.jpg
543 0.890511 -0.0576609 0.391855 -0.223862 -1.69895 0.993836 1.57014 543 frame_0000000675_3.jpg
542 0.977729 -0.0843019 0.109749 -0.157781 0.218087 0.356008 0.515831 542 frame_0000000675_2.jpg
541 0.958965 0.0269364 -0.260034 0.109737 1.78445 1.23152 2.89035 541 frame_0000000675_1.jpg
540 0.945826 -0.0467057 0.286309 -0.145803 -1.24019 0.721139 1.28087 540 frame_0000000670_4.jpg
539 0.900118 -0.0632808 0.368211 -0.22406 -1.81024 1.01202 1.48237 539 frame_0000000670_3.jpg
538 0.975454 -0.0672901 0.141167 -0.15503 0.206583 0.332756 0.506712 538 frame_0000000670_2.jpg
537 0.96708 0.0119816 -0.2335 0.100453 2.0151 1.29226 2.8059 537 frame_0000000670_1.jpg
536 0.940033 -0.0315716 0.303593 -0.152225 -1.24051 0.720532 1.34298 536 frame_0000000665_4.jpg
535 0.894866 -0.067847 0.379593 -0.224768 -1.81943 1.01505 1.55427 535 frame_0000000665_3.jpg
534 0.969301 -0.050533 0.180522 -0.159106 0.205416 0.295086 0.540605 534 frame_0000000665_2.jpg
533 0.968535 0.00187999 -0.223463 0.109549 2.11142 1.41195 2.76653 533 frame_0000000665_1.jpg
532 0.935912 -0.0315475 0.30966 -0.164878 -1.29155 0.759499 1.39799 532 frame_0000000660_4.jpg
531 0.884856 -0.0538343 0.401884 -0.229394 -1.81597 1.0323 1.70536 531 frame_0000000660_3.jpg
530 0.966648 -0.0424291 0.194933 -0.160603 0.229918 0.370004 0.535569 530 frame_0000000660_2.jpg
529 0.969281 -0.00300198 -0.213534 0.122023 2.18086 1.51257 2.71588 529 frame_0000000660_1.jpg
528 0.93892 -0.0384845 0.306658 -0.151357 -1.34067 0.737315 1.3706 528 frame_0000000655_4.jpg
527 0.882152 -0.0409315 0.406869 -0.233645 -1.80504 1.0718 1.73272 527 frame_0000000655_3.jpg
526 0.96676 -0.0587968 0.179287 -0.172553 0.158597 0.428409 0.549616 526 frame_0000000655_2.jpg
525 0.966883 -0.0111464 -0.222153 0.125141 2.23447 1.57538 2.77237 525 frame_0000000655_1.jpg
524 0.929506 -0.0321287 0.32532 -0.170742 -1.34195 0.763367 1.43585 524 frame_0000000650_4.jpg
523 0.880178 -0.0449436 0.40571 -0.24221 -1.8435 1.11841 1.76403 523 frame_0000000650_3.jpg
522 0.97207 -0.0609533 0.149925 -0.16996 0.0696959 0.456347 0.568406 522 frame_0000000650_2.jpg
521 0.958414 -0.0191618 -0.249133 0.137874 2.08564 1.69656 2.86674 521 frame_0000000650_1.jpg
520 0.915128 -0.020519 0.355403 -0.189231 -1.26934 0.828522 1.53672 520 frame_0000000645_4.jpg
519 0.880037 -0.0426474 0.411606 -0.233016 -1.8789 1.05139 1.83055 519 frame_0000000645_3.jpg
518 0.973089 -0.0760229 0.130984 -0.173671 -0.00812846 0.445655 0.528828 518 frame_0000000645_2.jpg
517 0.951726 0.0103765 -0.269291 0.146942 1.96087 1.62432 3.02894 517 frame_0000000645_1.jpg
516 0.91177 -0.0154785 0.357675 -0.201256 -1.27888 0.883717 1.53563 516 frame_0000000640_4.jpg
515 0.876573 -0.0248561 0.427557 -0.219538 -1.89961 0.966122 1.94909 515 frame_0000000640_3.jpg
514 0.975507 -0.0742838 0.122477 -0.166936 -0.0594003 0.459139 0.524437 514 frame_0000000640_2.jpg
513 0.945201 0.00572789 -0.284139 0.160711 1.89207 1.66845 3.10229 513 frame_0000000640_1.jpg
512 0.900973 -0.0152472 0.387005 -0.195557 -1.3018 0.769052 1.72561 512 frame_0000000635_4.jpg
511 0.870533 -0.0128778 0.444214 -0.211378 -1.84972 0.869995 2.01933 511 frame_0000000635_3.jpg
510 0.974327 -0.0683246 0.125415 -0.174042 -0.0953013 0.451068 0.518711 510 frame_0000000635_2.jpg
509 0.941729 -0.0156216 -0.302361 0.146558 1.84309 1.70797 3.14732 509 frame_0000000635_1.jpg
508 0.888945 0.00959055 0.413255 -0.197246 -1.22188 0.78828 1.80047 508 frame_0000000630_4.jpg
507 0.855076 0.00992103 0.469524 -0.219761 -1.75796 0.908275 2.14004 507 frame_0000000630_3.jpg
506 0.971336 -0.0487185 0.137412 -0.187754 -0.140849 0.40737 0.544896 506 frame_0000000630_2.jpg
505 0.948355 -0.00927623 -0.288065 0.132497 1.99925 1.6299 3.09012 505 frame_0000000630_1.jpg
504 0.859836 0.039285 0.461219 -0.215444 -1.05277 0.757168 1.98997 504 frame_0000000625_4.jpg
503 0.84497 0.0029758 0.4848 -0.2258 -1.69021 0.899504 2.21155 503 frame_0000000625_3.jpg
502 0.965651 -0.0379445 0.166249 -0.196061 -0.137255 0.391858 0.561269 502 frame_0000000625_2.jpg
501 0.949327 0.0150323 -0.281946 0.138052 2.07956 1.55459 3.15731 501 frame_0000000625_1.jpg
500 0.854675 0.0288355 0.48029 -0.19499 -1.06641 0.723769 2.04986 500 frame_0000000620_4.jpg
499 0.823218 0.0170359 0.516974 -0.234007 -1.54646 0.917157 2.3512 499 frame_0000000620_3.jpg
498 0.961719 -0.0274083 0.186625 -0.198789 -0.129989 0.424707 0.56394 498 frame_0000000620_2.jpg
497 0.944647 0.00924919 -0.297891 0.137179 2.06988 1.56103 3.23821 497 frame_0000000620_1.jpg
496 0.848295 0.0233551 0.493963 -0.189341 -1.05933 0.717084 2.09863 496 frame_0000000615_4.jpg
495 0.807225 0.018522 0.534561 -0.249578 -1.43194 0.996527 2.42012 495 frame_0000000615_3.jpg
494 0.957089 -0.0294735 0.205691 -0.201996 -0.128632 0.428179 0.57616 494 frame_0000000615_2.jpg
493 0.939188 -0.00844871 -0.314536 0.137555 1.99734 1.62711 3.25727 493 frame_0000000615_1.jpg
492 0.840191 0.0222366 0.506381 -0.192776 -1.04114 0.743505 2.15475 492 frame_0000000610_4.jpg
491 0.795813 0.0191489 0.543337 -0.266645 -1.37227 1.09052 2.46626 491 frame_0000000610_3.jpg
490 0.951874 -0.0379655 0.220843 -0.209101 -0.134307 0.460558 0.583305 490 frame_0000000610_2.jpg
489 0.943342 0.00244462 -0.301834 0.13783 2.07383 1.59911 3.19163 489 frame_0000000610_1.jpg
488 0.84056 0.0195489 0.504091 -0.197404 -1.08752 0.793067 2.16546 488 frame_0000000605_4.jpg
487 0.798871 0.0245188 0.53551 -0.272825 -1.41131 1.15923 2.45537 487 frame_0000000605_3.jpg
486 0.944516 -0.0484436 0.245555 -0.212711 -0.141898 0.470194 0.613988 486 frame_0000000605_2.jpg
485 0.946343 0.0188553 -0.284473 0.152169 2.24314 1.60839 3.1788 485 frame_0000000605_1.jpg
484 0.840902 0.023115 0.500123 -0.205493 -1.14961 0.812331 2.19886 484 frame_0000000600_4.jpg
483 0.801218 0.0117086 0.529768 -0.277955 -1.4577 1.22654 2.44813 483 frame_0000000600_3.jpg
482 0.941074 -0.0529512 0.267789 -0.19966 -0.163766 0.475206 0.63547 482 frame_0000000600_2.jpg
481 0.942368 -0.0164701 -0.287289 0.170692 2.23027 1.897 3.13059 481 frame_0000000600_1.jpg
480 0.848306 0.0182116 0.490001 -0.199859 -1.23641 0.825507 2.18902 480 frame_0000000595_4.jpg
479 0.808168 0.0129755 0.520599 -0.275088 -1.56707 1.21222 2.45259 479 frame_0000000595_3.jpg
478 0.938144 -0.0496187 0.284466 -0.19106 -0.183213 0.475701 0.650397 478 frame_0000000595_2.jpg
477 0.944426 -0.0212384 -0.29084 0.151726 2.30864 1.8261 3.15268 477 frame_0000000595_1.jpg
476 0.848239 0.0104772 0.491277 -0.197556 -1.27108 0.839245 2.21873 476 frame_0000000590_4.jpg
475 0.821006 0.00451503 0.502069 -0.271765 -1.69555 1.26601 2.38732 475 frame_0000000590_3.jpg
474 0.932212 -0.056393 0.299935 -0.194525 -0.197286 0.49007 0.662486 474 frame_0000000590_2.jpg
473 0.948122 0.0195022 -0.287131 0.135059 2.41831 1.54779 3.25172 473 frame_0000000590_1.jpg
472 0.843127 0.0104035 0.499811 -0.198035 -1.25176 0.826375 2.26434 472 frame_0000000585_4.jpg
471 0.82633 -0.0144859 0.493257 -0.271416 -1.79352 1.27638 2.34792 471 frame_0000000585_3.jpg
470 0.92784 -0.051448 0.311679 -0.198298 -0.204751 0.506685 0.7025 470 frame_0000000585_2.jpg
469 0.950874 0.0263461 -0.271234 0.146892 2.53686 1.56447 3.18992 469 frame_0000000585_1.jpg
468 0.837672 0.0122833 0.50579 -0.205744 -1.24685 0.892798 2.30318 468 frame_0000000580_4.jpg
467 0.830746 -0.0256421 0.48978 -0.263285 -1.89692 1.28807 2.35191 467 frame_0000000580_3.jpg
466 0.923324 -0.061793 0.324054 -0.19658 -0.23758 0.523538 0.7138 466 frame_0000000580_2.jpg
465 0.959551 0.0279868 -0.24259 0.140105 2.83077 1.51559 3.04936 465 frame_0000000580_1.jpg
464 0.836803 0.01534 0.505972 -0.208611 -1.26039 0.877608 2.3348 464 frame_0000000575_4.jpg
463 0.835327 -0.030311 0.481916 -0.262805 -1.98592 1.30219 2.31862 463 frame_0000000575_3.jpg
462 0.918371 -0.066491 0.336064 -0.198079 -0.255966 0.54096 0.730415 462 frame_0000000575_2.jpg
461 0.952128 0.0424606 -0.264207 0.147801 2.73785 1.54391 3.18202 461 frame_0000000575_1.jpg
460 0.82806 0.0187475 0.522963 -0.201182 -1.23986 0.838663 2.42848 460 frame_0000000570_4.jpg
459 0.83015 -0.022452 0.483671 -0.276424 -1.98268 1.38075 2.35118 459 frame_0000000570_3.jpg
458 0.914447 -0.0754433 0.340973 -0.204531 -0.27937 0.57414 0.744396 458 frame_0000000570_2.jpg
457 0.940443 0.0597086 -0.297124 0.154009 2.53557 1.47019 3.40516 457 frame_0000000570_1.jpg
456 0.82874 0.0150523 0.520867 -0.204111 -1.29502 0.906709 2.45274 456 frame_0000000565_4.jpg
455 0.825371 -0.0215841 0.487123 -0.284618 -1.9649 1.39436 2.38459 455 frame_0000000565_3.jpg
454 0.909848 -0.06996 0.350015 -0.211592 -0.328062 0.567995 0.783273 454 frame_0000000565_2.jpg
453 0.935451 0.0703335 -0.30596 0.162397 2.4788 1.45874 3.4624 453 frame_0000000565_1.jpg
452 0.835221 0.00776213 0.509012 -0.207972 -1.38493 0.953876 2.43954 452 frame_0000000560_4.jpg
451 0.819094 -0.00644367 0.504253 -0.273444 -1.94634 1.32839 2.52809 451 frame_0000000560_3.jpg
450 0.909245 -0.0683565 0.357184 -0.202535 -0.344178 0.573002 0.812491 450 frame_0000000560_2.jpg
449 0.939641 0.0552648 -0.296275 0.161995 2.58755 1.49814 3.3967 449 frame_0000000560_1.jpg
448 0.843086 0.00342874 0.497168 -0.204982 -1.50952 0.981832 2.43595 448 frame_0000000555_4.jpg
447 0.818178 -0.0093 0.50639 -0.272155 -1.99118 1.34325 2.56418 447 frame_0000000555_3.jpg
446 0.905129 -0.0732535 0.369319 -0.197428 -0.356487 0.599791 0.840297 446 frame_0000000555_2.jpg
445 0.944122 0.0375134 -0.285127 0.161022 2.70159 1.61335 3.28425 445 frame_0000000555_1.jpg
444 0.855539 -0.000193732 0.477723 -0.199584 -1.65337 0.970028 2.38732 444 frame_0000000550_4.jpg
443 0.820044 -0.0198506 0.502617 -0.272965 -2.02624 1.40215 2.51375 443 frame_0000000550_3.jpg
442 0.893782 -0.0799091 0.389633 -0.207254 -0.345657 0.623525 0.866802 442 frame_0000000550_2.jpg
441 0.944603 0.00694299 -0.28588 0.161087 2.74296 1.75552 3.25277 441 frame_0000000550_1.jpg
440 0.861257 -0.00430066 0.467698 -0.198689 -1.76142 1.00011 2.38084 440 frame_0000000545_4.jpg
439 0.818745 -0.0303943 0.49989 -0.28079 -2.09318 1.48364 2.53644 439 frame_0000000545_3.jpg
438 0.883531 -0.0681023 0.406802 -0.221918 -0.335365 0.618083 0.893707 438 frame_0000000545_2.jpg
437 0.941569 0.00547091 -0.292098 0.16762 2.71198 1.84301 3.25416 437 frame_0000000545_1.jpg
436 0.865545 -0.00700426 0.46012 -0.197668 -1.82821 1.02112 2.36325 436 frame_0000000540_4.jpg
435 0.815266 -0.0390147 0.50034 -0.288927 -2.11109 1.50512 2.552 435 frame_0000000540_3.jpg
434 0.872813 -0.0601028 0.428739 -0.225317 -0.317724 0.627349 0.954872 434 frame_0000000540_2.jpg
433 0.9326 0.017704 -0.311815 0.180874 2.54792 1.86789 3.39085 433 frame_0000000540_1.jpg
432 0.865389 -0.0144314 0.455792 -0.207719 -1.89423 1.08439 2.37351 432 frame_0000000535_4.jpg
431 0.807613 -0.0318381 0.517432 -0.28109 -2.08661 1.45001 2.67208 431 frame_0000000535_3.jpg
430 0.862009 -0.0510176 0.449974 -0.227732 -0.307087 0.626486 1.0086 430 frame_0000000535_2.jpg
429 0.926542 0.0209507 -0.328432 0.182243 2.45699 1.83624 3.48271 429 frame_0000000535_1.jpg
428 0.867492 -0.0067687 0.453867 -0.203511 -1.97721 1.06114 2.4199 428 frame_0000000530_4.jpg
427 0.800822 -0.0141434 0.531064 -0.276505 -2.07637 1.40458 2.77394 427 frame_0000000530_3.jpg
426 0.859864 -0.0486223 0.450654 -0.234905 -0.336684 0.671647 1.05587 426 frame_0000000530_2.jpg
425 0.915054 0.0203386 -0.355323 0.189758 2.26395 1.85764 3.63268 425 frame_0000000530_1.jpg
424 0.875436 0.00119164 0.438107 -0.204138 -2.08467 1.06583 2.36037 424 frame_0000000525_4.jpg
423 0.805137 -0.0232218 0.520299 -0.283732 -2.17486 1.51568 2.71823 423 frame_0000000525_3.jpg
422 0.861125 -0.0428865 0.446741 -0.238844 -0.36602 0.65764 1.06734 422 frame_0000000525_2.jpg
421 0.899212 0.0343482 -0.394162 0.186747 1.98159 1.73397 3.85659 421 frame_0000000525_1.jpg
420 0.875087 -0.00361768 0.433985 -0.214166 -2.12594 1.15906 2.35294 420 frame_0000000520_4.jpg
419 0.816867 -0.0333799 0.49894 -0.287528 -2.34649 1.58452 2.61076 419 frame_0000000520_3.jpg
418 0.873754 -0.0545232 0.433105 -0.214477 -0.46228 0.676915 1.11352 418 frame_0000000520_2.jpg
417 0.88187 0.0577098 -0.427508 0.190293 1.70937 1.56697 4.05463 417 frame_0000000520_1.jpg
416 0.870925 -0.00363617 0.439209 -0.220389 -2.16334 1.21681 2.42981 416 frame_0000000515_4.jpg
415 0.822185 -0.0486923 0.495558 -0.275794 -2.47635 1.5198 2.6465 415 frame_0000000515_3.jpg
414 0.8873 -0.0605007 0.411027 -0.200239 -0.57336 0.681861 1.10671 414 frame_0000000515_2.jpg
413 0.86456 0.0686394 -0.453363 0.205636 1.41112 1.53735 4.14841 413 frame_0000000515_1.jpg
412 0.881218 -0.00348504 0.420913 -0.215115 -2.30427 1.19303 2.36102 412 frame_0000000510_4.jpg
411 0.817926 -0.037326 0.504118 -0.274716 -2.4802 1.50319 2.69829 411 frame_0000000510_3.jpg
410 0.896524 -0.0688365 0.391939 -0.194655 -0.650705 0.697421 1.08867 410 frame_0000000510_2.jpg
409 0.856115 0.0782758 -0.460736 0.220595 1.27891 1.55611 4.18274 409 frame_0000000510_1.jpg
408 0.875669 -0.00528764 0.435562 -0.208474 -2.28565 1.10279 2.49652 408 frame_0000000505_4.jpg
407 0.811535 -0.0264294 0.505106 -0.29254 -2.43865 1.58791 2.71724 407 frame_0000000505_3.jpg
406 0.902747 -0.0792593 0.377955 -0.189516 -0.719753 0.723023 1.07003 406 frame_0000000505_2.jpg
405 0.857478 0.082107 -0.455902 0.223927 1.31098 1.56092 4.1658 405 frame_0000000505_1.jpg
404 0.863023 0.0170306 0.45872 -0.210896 -2.17075 1.08668 2.61251 404 frame_0000000500_4.jpg
403 0.792996 -0.00657375 0.528637 -0.302747 -2.28913 1.62258 2.87304 403 frame_0000000500_3.jpg
402 0.906676 -0.0798156 0.363926 -0.197803 -0.812035 0.735785 1.0672 402 frame_0000000500_2.jpg
401 0.873388 0.079681 -0.428662 0.217011 1.57152 1.58327 4.05312 401 frame_0000000500_1.jpg
400 0.854884 0.0137423 0.469781 -0.219752 -2.13105 1.13202 2.67352 400 frame_0000000495_4.jpg
399 0.775656 -0.000180497 0.556204 -0.29832 -2.14983 1.56426 3.06196 399 frame_0000000495_3.jpg
398 0.906504 -0.0735228 0.365438 -0.19824 -0.845533 0.684795 1.06852 398 frame_0000000495_2.jpg
397 0.891742 0.0764793 -0.396241 0.204791 1.92316 1.57422 3.91082 397 frame_0000000495_1.jpg
396 0.827191 0.00745362 0.514453 -0.225914 -1.88461 1.13223 2.90155 396 frame_0000000490_4.jpg
395 0.759216 0.00700217 0.580754 -0.293711 -2.02551 1.52612 3.2244 395 frame_0000000490_3.jpg
394 0.903121 -0.0711359 0.379025 -0.188817 -0.832334 0.682805 1.10514 394 frame_0000000490_2.jpg
393 0.905439 0.0574028 -0.367481 0.204554 2.17203 1.71541 3.73297 393 frame_0000000490_1.jpg
392 0.802907 0.0115312 0.547237 -0.23609 -1.68153 1.17185 3.08626 392 frame_0000000485_4.jpg
391 0.755394 0.0112099 0.581508 -0.301832 -2.03039 1.59354 3.24645 391 frame_0000000485_3.jpg
390 0.901214 -0.0813327 0.381861 -0.188098 -0.870014 0.755397 1.13178 390 frame_0000000485_2.jpg
389 0.910798 0.0203253 -0.359091 0.2027 2.27273 1.91239 3.63484 389 frame_0000000485_1.jpg
388 0.787795 0.0272926 0.562419 -0.249637 -1.59968 1.1729 3.21272 388 frame_0000000480_4.jpg
387 0.756953 0.0128517 0.579202 -0.302294 -2.06826 1.61028 3.25811 387 frame_0000000480_3.jpg
386 0.904778 -0.0749421 0.373806 -0.189815 -0.965504 0.767472 1.16606 386 frame_0000000480_2.jpg
385 0.909294 -0.00905928 -0.364531 0.200546 2.23882 2.04612 3.59442 385 frame_0000000480_1.jpg
384 0.78382 0.0351598 0.571803 -0.239648 -1.58747 1.10824 3.31365 384 frame_0000000475_4.jpg
383 0.762968 0.00849712 0.572324 -0.300422 -2.16358 1.63414 3.25095 383 frame_0000000475_3.jpg
382 0.916665 -0.0656419 0.340869 -0.198052 -1.07445 0.773497 1.11817 382 frame_0000000475_2.jpg
381 0.902973 -0.0252403 -0.375492 0.207384 2.11435 2.17381 3.59479 381 frame_0000000475_1.jpg
380 0.781669 0.0232915 0.578205 -0.232659 -1.61936 1.12329 3.38751 380 frame_0000000470_4.jpg
379 0.772261 0.00861894 0.56408 -0.29215 -2.27791 1.57565 3.23006 379 frame_0000000470_3.jpg
378 0.924972 -0.0438587 0.3312 -0.181134 -1.16358 0.732089 1.14642 378 frame_0000000470_2.jpg
377 0.89993 -0.029077 -0.380901 0.210226 2.04483 2.21069 3.59122 377 frame_0000000470_1.jpg
376 0.772306 0.021241 0.585363 -0.245852 -1.56615 1.2266 3.45318 376 frame_0000000465_4.jpg
375 0.776633 0.00279986 0.560946 -0.286659 -2.33031 1.58093 3.20393 375 frame_0000000465_3.jpg
374 0.938971 -0.0502447 0.295133 -0.169426 -1.29454 0.717985 1.04541 374 frame_0000000465_2.jpg
373 0.897836 -0.032618 -0.38371 0.213525 2.00166 2.24465 3.59126 373 frame_0000000465_1.jpg
372 0.77183 0.00904459 0.587539 -0.242888 -1.60829 1.25845 3.49632 372 frame_0000000460_4.jpg
371 0.777352 -0.000261745 0.55902 -0.288479 -2.35238 1.61616 3.21022 371 frame_0000000460_3.jpg
370 0.950226 -0.0356401 0.253829 -0.177119 -1.42405 0.78516 0.867181 370 frame_0000000460_2.jpg
369 0.898574 -0.0374844 -0.382443 0.211891 2.01665 2.2581 3.5712 369 frame_0000000460_1.jpg
368 0.770714 0.00404321 0.588761 -0.243607 -1.66183 1.28955 3.53661 368 frame_0000000455_4.jpg
367 0.779343 -0.0131698 0.55397 -0.292521 -2.37394 1.68367 3.157 367 frame_0000000455_3.jpg
366 0.954037 -0.0556582 0.233132 -0.179903 -1.51998 0.817186 0.781558 366 frame_0000000455_2.jpg
365 0.899667 -0.0409294 -0.380895 0.209387 2.03888 2.26823 3.55142 365 frame_0000000455_1.jpg
364 0.774352 0.00414673 0.580961 -0.250692 -1.75728 1.36128 3.53255 364 frame_0000000450_4.jpg
363 0.77935 -0.0215082 0.551016 -0.297545 -2.39162 1.75117 3.13764 363 frame_0000000450_3.jpg
362 0.955742 -0.0509723 0.193575 -0.215612 -1.65167 0.884599 0.665081 362 frame_0000000450_2.jpg
361 0.90161 -0.0363223 -0.382715 0.198265 2.06479 2.16904 3.58183 361 frame_0000000450_1.jpg
360 0.782859 0.00694399 0.566756 -0.256654 -1.91403 1.41928 3.504 360 frame_0000000445_4.jpg
359 0.782221 -0.030986 0.545084 -0.300089 -2.43935 1.79404 3.10072 359 frame_0000000445_3.jpg
358 0.948572 -0.0388736 0.19244 -0.248329 -1.58794 0.914061 0.70538 358 frame_0000000445_2.jpg
357 0.901295 -0.0339065 -0.385155 0.19538 2.06456 2.1392 3.61429 357 frame_0000000445_1.jpg
356 0.796985 0.0132506 0.55591 -0.235803 -2.14286 1.271 3.50803 356 frame_0000000440_4.jpg
355 0.787386 -0.0381885 0.537378 -0.299649 -2.51124 1.81848 3.0492 355 frame_0000000440_3.jpg
354 0.932367 -0.0351045 0.238425 -0.269467 -1.53168 0.944992 0.885467 354 frame_0000000440_2.jpg
353 0.903813 -0.0281004 -0.38454 0.185639 2.10427 2.0405 3.63191 353 frame_0000000440_1.jpg
352 0.80352 0.0107416 0.547085 -0.234391 -2.27229 1.29339 3.48617 352 frame_0000000435_4.jpg
351 0.793952 -0.0477633 0.529767 -0.294459 -2.59461 1.80291 3.00052 351 frame_0000000435_3.jpg
350 0.920385 -0.0234944 0.29001 -0.261216 -1.46841 0.938808 1.05736 350 frame_0000000435_2.jpg
349 0.910925 -0.0242821 -0.37331 0.173967 2.24044 1.94306 3.59677 349 frame_0000000435_1.jpg
348 0.801659 0.00102263 0.544471 -0.246767 -2.28463 1.42864 3.47546 348 frame_0000000430_4.jpg
347 0.799737 -0.0553412 0.520785 -0.293498 -2.66735 1.81599 2.93126 347 frame_0000000430_3.jpg
346 0.910005 -0.0225307 0.323289 -0.258588 -1.44456 0.96496 1.20428 346 frame_0000000430_2.jpg
345 0.915258 -0.0259398 -0.362251 0.174365 2.34049 1.95941 3.55395 345 frame_0000000430_1.jpg
173 0.866369 -0.0244866 -0.452248 0.210422 2.08653 2.17149 4.08809 173 frame_0000000215_1.jpg
